3-Letter ID,Call Sign,Country
MRY,AIR MARINE,France
MRZ,MARS,Zimbabwe
MSA,MISTRAL WINGS,Italy
MSB,LONG,Moldova
MSE,EGYPTAIR EXPRESS,Egypt
MSF,MINSHENG,China
MSG,SAR-REGIONAL,Mozambique
MSH,MARSHALAIR,United States
MSI,MOTOR SICH,Ukraine
MSJ,MAGNUM AIR,Philippines
MSK,MAK AIRLINES,Kyrgyzstan
MSL,MARSLANDAIR,Sudan
MSM,AEROMAS EXPRESS,Uruguay
MSN,MILCARGO,Mexico
MSP,SEGURIDAD,Costa Rica
MSQ,META,Brazil
MSR,EGYPTAIR,Egypt
MSS,GLOBE MASTER,Mauritania
MST,MASTER,Brazil
MSU,MALUTI SKY,Lesotho
MSX,EGYPTAIR CARGO,Egypt
MSY,MASSEY,New Zealand
MTA,GAK AVIATION,United States
MTB,AEROMETROPOLIS,Mexico
MTD,MATADOR,United States
MTE,TELEJET,Morocco
MTF,INTERJET,Italy
MTG,AERO TETE,Mexico
MTH,RESEARCH,United States
MTI,MONTERREY AIR,Mexico
MTJ,METROJET,China
MTK,AIRMETACK,Angola
MTL,MITAVIA,Latvia
MTM,METACHEM,United Kingdom
MTN,MOUNTAIN,United States
MTO,MARATHON,Greece
MTR,METRO,United States
MTS,MEDSERVICE,Mexico
MTU,BLUE RAIDER,United States
MTW,MAURITANIA AIRWAYS,Mauritania
MTX,MULTITAXI,Mexico
MUC,AIR MUNICH,Germany
MUG,MORNINGSIDE,United States
MUH,MUKHTARA AIR,Indonesia
MUI,TRANSAIR,United States
MUK,BLUE STAR,United Kingdom
MUN,AEROMUNDO,Mexico
MUR,ATLAS SKY,Russia
MUS,ADELPHI,Saint Vincent
MUT,IGAVIA,Russia
MVA,VALAIR,United States
MVE,MOVE FLIGHTS,Malta
MVJ,MIRA VISTA,United States
MVK,MINN STATE,United States
MVP,ALLSTAR,United States
MVR,MAV-AIR,United States
MVS,AIR SENOK,Sri Lanka
MWG,MASWINGS,Malaysia
MWH,MEGA WATT,United States
MWI,MALAWIAN,Malawi
MWL,MIDWEST AIRLINK,United States
MWM,MODERNAIR,Brazil
MWN,MAX NIGER,Niger
MWS,MALTA WINGS,Malta
MWT,MIDWEST,United States
MWY,MAURITANIENNE,Mauritania
MXA,MEXICANA,Mexico
MXD,MALINDO,Malaysia
MXE,MOZAMBIQUE EXPRESS,Mozambique
MXF,MAXFLIGHT,United States
MXG,PRESIDENCIA DE MEXICO,Mexico
MXM,MAXLINES,Ukraine
MXO,MEXAERO,Mexico
MXP,BEECHNUT,United States
MXQ,MEXIQUENSES,Mexico
MXS,MILLON EXPRESS,United States
MXT,TRANSMEX,Mexico
MXX,MERCHANT,Nigeria
MXY,MOXY,United States
MYD,MYLAND,Belize
MYF,MY FLIGHT,Mexico
MYI,MAYAIR,Mexico
MYJ,MY JET,Romania
MYK,MYLIN,China
MYM,MYAIR,Malaysia
MYO,MAYORAL,Spain
MYP,MANN ROYAL,Myanmar
MYS,AERO YAQUI,Mexico
MYU,INDO,Indonesia
MYW,MY SKY,Georgia
MYX,TALLINN CAT,Estonia
MZH,MERSAL,United Arab Emirates
MZI,ZORTE,Mongolia
MZN,AMAZON,United States
MZS,MAHFOOZ,Gambia
MZT,ZHONG TAI,China
MZY,MERMOZ,France
NAA,NORUEGA,Argentina
NAB,NIGER CARGO,Niger
NAC,YUKON,United States
NAD,TINADAR,Serbia
NAE,NATIONAL,Ethiopia
NAF,NETHERLANDS AIR FORCE,Netherlands
NAG,NATO,Germany
NAI,NOVAIR,Armenia
NAK,ENACSCHOOL,France
NAL,NORTHWAY,Canada
NAM,NAM,Namibia
NAN,NORSHIP,Norway
NAO,NORTH AMERICAN,United States
NAT,MASS AIR,United States
NAV,NAV DISPATCH,Czech Republic
NAX,NOR SHUTTLE,Norway
NAY,NAYSA,Spain
NBK,AL-AIR,Nigeria
NBR,NORBROOK,United Kingdom
NBT,LONGSHIP,Norway
NCA,NIPPON CARGO,Japan
NCB,NORTH CARIBOU,Canada
NCC,STARFLEET,United States
NCG,NETHERLANDS COASTGUARD,Netherlands
NCH,CHANCHANGI,Nigeria
NCJ,NORTH CENTRAL,United States
NCL,ANCARGO AIR,Angola
NCN,NICON AIRWAYS,Nigeria
NCO,NATALCO,Sao Tome and Principe
NCP,CAPITAL SHUTTLE,Nigeria
NCR,NATIONAL CARGO,United States
NCT,BIG BIRD,Thailand
NDA,NORDICA AIR,Estonia
NDD,NORDEND,Italy
NDF,NAMIBIAN AIRFORCE,Namibia
NDG,SANDOG,United States
NDJ,BASSAMAT,Chad
NDL,NEEDLE,Canada
NDT,ND AEROTAXIS,Mexico
NDU,SIOUX,United States
NDY,NORMANDIE,France
NEA,NEW ENGLAND,United States
NEC,NECON AIR,Nepal
NEG,AGUAS NEGRAS,Chile
NEJ,NET BUSINESS,China
NEL,NELLA,Brazil
NEN,NORTHEAST SWAN,Nigeria
NEP,WARISAN,Malaysia
NES,NEWS,Sweden
NET,NETWORK,Nigeria
NEW,NORTHEASTERN,United States
NEX,NEATAX,United Kingdom
NFA,NORTH FLYING,Denmark
NFE,NORDIC BLUE,Finland
NFL,GREAT LAKES,United States
NFX,SUNSET,United States
NGC,ANGOSERVICE,Angola
NGF,ANGEL FLIGHT,United States
NGL,MAXAIR NIGERIA,Nigeria
NGN,YODA,Germany
NGO,AIR ANGOL,Angola
NGP,REGAL EAGLE,Nigeria
NGR,NIGERIAN AIRFORCE,Nigeria
NGV,ANGOAVIA,Angola
NGX,AIR GLOBAL,Nigeria
NHC,NORTHERN,Germany
NHD,NEMO,Denmark
NHE,NORD,Norway
NHG,HELGA,Brazil
NHK,NIGHTHAWK,United States
NHL,NORTHUMBRIA,United Kingdom
NHT,NEWHEIGHTS,South Africa
NHX,EVO,Belgium
NHZ,GOLD,United Kingdom
NIA,NILE BIRD,Egypt
NIG,AEROLINE,Nigeria
NIM,NIMJET,Portugal
NIN,NIGER AIRLINES,Niger
NIS,NEVIS,United Kingdom
NIT,NIGHTTRAIN,United States
NJA,SHIN NIHON,Japan
NJC,NASHVILLE JET,United States
NJE,FRACTION,Portugal
NJM,NORTHERN JET,United States
NJS,NATIONAL JET,Australia
NJT,NETJET,United States
NJU,ARTISAN,United Kingdom
NJX,NEOJETS,Romania
NJZ,NEOJET,United States
NKA,ANKA CARGO,Egypt
NKP,ABAKAN AIR,Russia
NKS,SPIRIT WINGS,United States
NKT,NORTH COUNTRY,United States
NKY,AEROMON,Mexico
NKZ,NOVOKUZNETSK,Russia
NLA,PENINSULA,United States
NLE,NELLIE,United States
NLF,NORTHERN LIFE,Canada
NLI,NORTH LINK,Canada
NLJ,NEW DRAGON,China
NLW,NILE WINGS,Sudan
NMA,NESMA,Egypt
NMB,NAMIBIA,Namibia
NMD,NOMAD AIR,Namibia
NME,NAMASTE AIR,Nepal
NMG,TIANJIAO AIR,China
NMI,TSUNAMI,United States
NMJ,BACKWOODS,United States
NML,NEWMILL,Gambia
NMR,E-MED,Namibia
NOA,NOAA,United States
NOF,FONNA,Norway
NOH,NORTHOLT,United Kingdom
NOJ,NOVAJET,Canada
NOK,NOK AIR,Thailand
NOL,NAT AIRLINE,Egypt
NOM,JANDERS,United States
NOR,NORSKE,Norway
NOS,MOONFLOWER,Italy
NOT,COSTA NORTE,Chile
NOU,NORDUN,Norway
NOV,NOVANILE,Sudan
NOW,NORWEGIAN,Norway
NOZ,NORDIC,Norway
NPG,NOVA,Ukraine
NPL,AIR NEPAL,Nepal
NPR,AIR NAPIER,New Zealand
NPT,NEPTUNE,United Kingdom
NQN,LASA,Argentina
NRA,AIRNOAR,Brazil
NRK,NATURELINK,South Africa
NRL,NOLINOR,Canada
NRN,NETHERLANDS NAVY,Netherlands
NRR,NATUREAIR,Costa Rica
NRT,NORESTAIR,Spain
NRW,HUMMEL,Germany
NRX,NORSE AIR,South Africa
NSA,NILE SAFARIS,Sudan
NSC,TRANS-SOCIETE,Mauritania
NSE,SATENA,Colombia
NSF,NORTON,United Kingdom
NSH,NORTH-SHORE,United States
NSI,NORTHERN SKIES,United States
NSJ,NANSHAN,China
NSK,INTERSALONIKA,Greece
NSL,NERICAIR,United Kingdom
NSM,THUNDERCLOUD,United States
NSN,NASIM AIR,Iran
NSO,SOSA,Honduras
NSP,SAM PURSE,United States
NSR,AIR STAR,Thailand
NSS,NESMA CONNECT,Saudi Arabia
NST,NISHAT,Pakistan
NSY,QUNYING,China
NSZ,REDNOSE,Sweden
NTA,THUNDERBIRD,Canada
NTC,NIGHT CHASE,United States
NTF,NETFLIGHT,Czech Republic
NTG,INTEGRALES,Mexico
NTH,NORTH AIR,Japan
NTK,NATCA,United States
NTN,NATCHAIR,South Africa
NTR,NATIREVA,France
NTS,NITE STAR,United States
NTW,NORTHWOODS,United States
NTX,TIFLIS,Georgia
NUA,UNITED NIGERIA,Nigeria
NUB,VALLETTA,Malta
NUK,NANUCK,Canada
NUL,SERVICIOS NUEVOLEON,Mexico
NUM,NOMADJET,Switzerland
NUS,ENJET,United States
NVC,NAV CAN,Canada
NVD,NORDVIND,Lithuania
NVJ,NOUVINTER,Tunisia
NVK,VARTOVSKAVIA,Russia
NVM,NAVIERA,Mexico
NVO,ENVUELO,Spain
NVQ,NOVO AIR,Bangladesh
NVR,NAVIGATOR,Sweden
NVS,NOUVELLE AFFAIRES,Gabon
NVT,NATIVE,United States
NVY,NAVY,United Kingdom
NWA,SOLEIL NIGER,Niger
NWB,NIGERIA AIR,Nigeria
NWC,WEST WAY,Russia
NWD,NEW WORLD,United States
NWF,SECOND CITY,United States
NWG,NORWING,Norway
NWH,NORTHERN WINGS,Greece
NWK,NETLINK,Australia
NWL,NORTHWRIGHT,Canada
NWS,NORDLAND,Russia
NWX,NATIONWIDE,United States
NWY,NEW WAY CARGO,Kyrgyzstan
NXA,NEXT AIR,Bangladesh
NXC,NEXCON,United States
NXS,NEXUS AVIATION,Nigeria
NXT,NEXTNET,United States
NXU,NEXUS,Saudi Arabia
NYB,BELGIAN NAVY,Belgium
NYL,NILE,Sudan
NYS,NYASA,Malawi
NYT,YETI AIRLINES,Nepal
NYX,NYX AIR,Estonia
NZM,MOUNTCOOK,New Zealand
OAC,ORIENTAL AIR,Nigeria
OAD,ORSCOM,Egypt
OAE,OMNI-EXPRESS,United States
OAL,OLYMPIC,Greece
OAN,OTAN,Belgium
OAO,DVINA,Russia
OAR,BOSS AIR,Spain
OAS,ORCHID,United Kingdom
OAV,OMNI,Portugal
OAW,HELVETIC,Switzerland
OBC,OLYCAM,United Kingdom
OBJ,OBJETIVO,Spain
OBK,AMAKO AIR,Nigeria
OBS,ORBEST,Portugal
OBT,COSMIC GIRL,United States
OCA,AROSCA,Venezuela
OCE,HELIOCEAN,France
OCJ,OVERSTAR,San Marino
OCL,SOCA,Barbados
OCN,OCEAN,Germany
OCO,AIR COLLEGE,Belgium
ODM,JETAFRICA,Kenya
OEA,ORIENT THAI,Thailand
OED,ORION CHARTER,South Africa
OES,ART AUSTRIA,Austria
OEW,DREAMER,Spain
OEY,RIMBUN AIR,Indonesia
OFL,OPEN FLIGHT,France
OFT,OUTFITTER,United States
OFY,AEROSOF,Mexico
OGA,OASIS AIR,Niger
OGJ,BAKO AIR,Nigeria
OHS,ODENGENE,Nigeria
OHY,ONUR AIR,Turkey
OIX,ORIONIX,Russia
OJO,OHJOH,Kenya
OJT,ORYSTAR,United Kingdom
OKA,OKAYJET,China
OKC,THUNDER WINGS,United States
OKJ,OKADA AIR,Nigeria
OKL,OKLAHOMA,United States
OKS,SLOK GAMBIA,Gambia
OKT,SOKO AIR,Spain
OLA,OVERLAND,Nigeria
OLC,SOLARCARGO,Venezuela
OLD,AIR ORENDA,China
OLE,OPERADORA,Mexico
OLL,MINMEX,Mexico
OLO,VOLODO,Dominican Republic
OLR,COLAEREOS,Ecuador
OLS,FLIGHT SOL,Argentina
OLV,OLIVIA,United States
OLY,OLYAIR,Greece
OMA,OMAN AIR,Oman
OMB,OMNIBLU,Nigeria
OMD,NOMADIC,United States
OME,OMEGA TANKER,United States
OMF,OMNIFLYS,Mexico
OMG,OMEGA,United Kingdom
OMI,OMNI AIR,Brazil
OML,MAMBRA,Angola
OMR,ORMINE,Central African Republic
OMS,MAZOON,Oman
ONE,OCEANAIR,Brazil
ONI,OMNI TRAINING,Portugal
ONO,NORAERO,Mexico
ONS,AIR DREAMS,Chile
ONT,ONTARIO GOVERNMENT,Canada
ONY,ONLY JET,Germany
OOK,SKYHOOK,United Kingdom
OOO,CLICK ONE,Georgia
OOT,OOTBAS,South Africa
OPM,OPTIMA,South Africa
OPN,OPEN AIR,United States
OPR,AVIACORE,Mexico
OPS,OPS-JET,United Arab Emirates
OPT,OPTIONS,United States
OPV,OPERADORA DE VUELOS,Mexico
ORA,LONG ISLAND,United States
ORC,ORIENTAL BRIDGE,Japan
ORE,ORANGE AVIATION,Israel
ORF,OMAN,Oman
ORG,ORENAVIA,Russia
ORH,ORSHA,Belarus
ORI,RED GLOBE,Spain
ORN,ORANGE JET,United States
ORO,CAPRI,Spain
ORT,SKYWALKER,Jersey
ORZ,ZOREX,Spain
OSC,UNCIELO,Chile
OSD,SECDEF,United States
OSJ,OSCARJET,Moldova
OSL,SOSOLISO,Nigeria
OSN,AEROSAN,Mexico
OSS,NOTICIOSOS,Mexico
OST,OSTATE,United States
OSU,SCARLET,United States
OSY,OPEN SKIES,United States
OTA,OUTLAW,United States
OTC,AIR TRAVEL,China
OTF,ORANGESKY,Greece
OTK,ON TRACK,United Kingdom
OTN,LASTP,Sao Tome and Principe
OTR,ORIENTROC,Sudan
OTS,TRESALIA,Mexico
OTT,OTT AIRLINES,China
OUA,CRIMSON,United States
OUF,ELEMENT,China
OUL,SOUL BIRD,United States
OVA,AERONOVA,Spain
OVD,RUSSIA CORP,Russia
OWE,OWENAIR,South Africa
OWI,AEROWIN,Mexico
OWL,NIGHT OWL,United States
OWN,AERO OWEN,Mexico
OXF,OXFORD,United Kingdom
OXS,OXUS AIRWAYS,Afghanistan
OYA,OYAA,Libya
OYE,KODA AIR,Nigeria
OYO,ROGUE,France
OZB,AIR PRIMUS,Nigeria
OZK,SILVER SCREEN,United States
OZN,ORANGE TAIL,United States
OZT,OZARK TECH,United States
PAA,CLIPPER,United States
PAB,PARAIR,Tajikistan
PAC,POLAR,United States
PAD,AIR PROFESSIONAL,United States
PAE,PAISAJES,Spain
PAF,PATHFINDER,United States
PAG,PERIMETER,Canada
PAH,LANI,United States
PAI,SEA RAY,United States
PAJ,ALIPARMA,Italy
PAK,PACIFIC ALASKA,United States
PAL,PHILIPPINE,Philippines
PAM,MAP AIR,Brazil
PAO,POLYNESIAN,Samoa
PAQ,SOLPAC,Solomon Islands
PAS,PELITA,Indonesia
PAT,PAT,United States
PAU,PALAIRWAYS,Palau
PAV,BRILLIANT,Germany
PAW,POINTAIR BURKINA,Burkina Faso
PAX,PANNEX,United States
PAZ,POINTAIR NIGER,Niger
PBA,PILBARA,Australia
PBB,ADEBAR,Germany
PBD,POBEDA,Russia
PBF,PENN-FOREST,United States
PBN,BLUEBIRD,New Zealand
PBR,POLAR BEAR,Canada
PBU,AIR-BURUNDI,Burundi
PBW,BUSSARD,Germany
PBY,PEARL SERVICES,Uganda
PCE,PACE,United States
PCF,PACIFIC,Australia
PCH,PILATUS WINGS,Switzerland
PCI,PROTEA COIN,South Africa
PCJ,PACIFIC JET,United States
PCK,AIRPACK EXPRESS,Spain
PCL,PINNACLE GROUP,United States
PCM,PAC VALLEY,United States
PCN,PRINCETON,United States
PCO,PASCO,Canada
PCP,PRINCIPAL,Chile
PCR,PACAIR,United States
PCS,AIR PALACE,Mexico
PCT,POLLUTION PATROL,Germany
PDD,PADA,United States
PDG,OSPREY,United Kingdom
PDI,COKI,United States
PDK,PREDANNACK,United Kingdom
PDQ,DISPATCH,United States
PDT,PIEDMONT,United States
PDU,PURDUE,United States
PDX,PACKAGE EXPRESS,Bahamas
PDY,PENDLEY,United Kingdom
PEC,PASS AVIATION,Senegal
PEF,PERFECT AVIATION,Portugal
PEG,PEGJET,United States
PEI,PANAMEDIA,Spain
PEL,AIRPEN,Kenya
PEM,AKIBA,Equatorial Guinea
PEO,PETRO AIR,Libya
PER,PAS AIR,Egypt
PET,AEROPETRO,Colombia
PEV,PEOPLES,Austria
PEX,PECTEN,United Kingdom
PFA,PARIS AIR,United States
PFC,PERFORMANCE AIR,Bahamas
PFI,PACIFICO CHIHUAHUA,Mexico
PFL,PACIFICFLYER,Palau
PFP,POLICIA FEDERAL,Mexico
PFR,PACIFIC WEST,United States
PFS,JAY BIRD,United States
PFT,PARAGON FLIGHT,United States
PFU,PFUNWA,Zimbabwe
PFY,PELFLIGHT,Australia
PFZ,PROFLIGHT-ZAMBIA,Zambia
PGA,PORTUGALIA,Portugal
PGC,GREEN CLUB,Belgium
PGG,GOLD AVIATION,Venezuela
PGJ,UBER,United States
PGL,PREMIERE,United Kingdom
PGN,PEREGRINE,United States
PGQ,SPARFELL LUX,Luxembourg
PGR,PRESTIGE AIR,United States
PGT,SUNTURK,Turkey
PGV,FLANA,South Africa
PGX,PARAGON EXPRESS,United States
PHA,PARSEC,Australia
PHB,PHOEBUS,South Africa
PHC,HELICOPTERS,Colombia
PHD,PANHANDLE,United States
PHE,PAWAN HANS,India
PHF,SHAN FENG,China
PHG,PENNINE,United Kingdom
PHH,IBIS,Germany
PHJ,PEACHJET,United States
PHL,PHILLIPS,United States
PHM,PETROLEUM,United States
PHN,JADESTAR,Kenya
PHP,SKY POWER,Philippines
PHS,PASSAT,Germany
PHT,PANANK,Turkey
PHU,PANNON,Hungary
PHV,NEW BIRD,France
PHX,PHOENIX NORTH,Canada
PIA,PAKISTAN,Pakistan
PIC,PACIFIC AIRLINES,Vietnam
PIK,POLICE IKARUS,Germany
PIM,PINFRAMAT,Angola
PIN,ROAD RUNNERS,United States
PIO,PIONEER,United States
PIP,PILOT,Norway
PIR,PAMIR,Afghanistan
PIS,PARSIS,Iran
PIU,PRIMA,South Africa
PIX,FEINI,China
PIZ,CAPRICORN,Switzerland
PJA,PRIVATE FLIGHT,United States
PJC,PITTSBURGH JET,United States
PJE,PEE JAY,United States
PJF,PROJET,United States
PJI,PRE JET,United States
PJJ,SKYBOSS,Bulgaria
PJP,PRINCELY JETS,Pakistan
PJS,JETAVIATION,Switzerland
PJT,PARTNERJET,Canada
PJV,PREMIUM JET,Austria
PJZ,PRIMEJET,Switzerland
PKP,PIKES PEAK,United States
PKR,PAKKER AVIO,Estonia
PKW,PLATINUM WEST,United States
PKZ,PRAVI,Kazakhstan
PLA,POLYAIR,United States
PLB,POLYBLUE,New Zealand
PLC,SPECIAL,United Kingdom
PLF,POLISH AIRFORCE,Poland
PLG,PILGRIM,Russia
PLL,AIRPAL,Spain
PLM,PULLMAN,Spain
PLN,PLANAR,Angola
PLQ,PLANETCAM,Cameroon
PLR,POLARIS,Canada
PLS,PLACAR,Brazil
PLT,PALMETTO,United States
PLU,PILATUS MEXICO,Mexico
PLV,PERLA,Venezuela
PLX,POOLEX,United Kingdom
PLY,PUMA BRASIL,Brazil
PLZ,PALS HOPE,United States
PMA,PAN MALAYSIA,Malaysia
PMC,PRIMAC,United States
PMF,ALFESTIVAL,Mexico
PMG,THOR,Thailand
PMI,AEREOPRIM,Mexico
PML,PRIME NIGERIA,Nigeria
PMM,PARADIGM,United States
PMO,PETER AIR,Syria
PMS,PLANEMASTER,United States
PMT,MULTITRADE,Cambodia
PMV,POLICE MERLIN,Germany
PMW,PARAWAY,India
PMX,PAMBELE,South Africa
PNA,TROPIC BIRD,Palau
PNC,PRINCE AVIATION,Serbia
PNH,KUBAN LIK,Russia
PNJ,PAC JET,United States
PNK,AIR PINK,Serbia
PNL,AEROPERSONAL,Mexico
PNM,PANAMERICANO,Venezuela
PNO,PANO,Canada
PNP,PINEAPPLE AIR,Bahamas
PNR,SKYJET,Spain
PNT,PRINT,Brazil
PNU,AERO PLATINUM,Mexico
PNW,PALESTINIAN,Egypt
PNX,SPINNER,Netherlands
PNY,POLISH NAVY,Poland
POA,PORTUGUESE ARMY,Portugal
POB,POBLANOS,Mexico
POC,POCONO,United States
POD,AIRPOD,United States
POE,PORTER AIR,Canada
POF,AIRPOL,France
POM,JETKIC,Malta
PON,PORTUGUESE NAVY,Portugal
POR,PORTEADORA,Mexico
POS,PORSCHE,Austria
POW,AIRNET,United Kingdom
POY,APOYO AEREO,Mexico
PPA,AIR PROP,United States
PPC,PALAU ASIAPAC,Palau
PPG,PAPAGO,United States
PPH,POLICE PHOENIX,Germany
PPK,PELICAN,United States
PPL,PEGASUS,India
PPQ,PERSONASPAQ,Mexico
PPR,PROPSTAR,United Kingdom
PPS,PIPESTONE,United States
PPU,PAPUGA,Poland
PPV,PAVLOVSK,Russia
PQA,SAGE BRUSH,United States
PRA,PARSAVIA,Iran
PRB,PRAMS AIR,United States
PRD,PRESIDENTIAL,United States
PRE,PRECISION,United States
PRF,PRECISION AIR,Tanzania
PRG,AIR PRAGUE,Czech Republic
PRH,PROHAWK,United States
PRI,ROVATE,Mexico
PRJ,PRONAIR,Spain
PRK,PARACA,Spain
PRL,FLY PREMIER,Somalia
PRM,PRIME AIR,United States
PRN,PIRINAIR EXPRESS,Spain
PRO,PROPAIR,Canada
PRP,PRONTO,Spain
PRS,PARS SKY,Iran
PRT,PRIME ITALIA,Italy
PRU,COLORBIRD,United States
PRV,PRE VAT,United States
PRW,JETBIRD,Latvia
PRX,PRADHAAN,India
PRY,PRIORITY AIR,United States
PRZ,AERONAUTIC,Mexico
PSA,PACIFIC ISLE,United States
PSC,PASCAN,Canada
PSE,SIPSE,Mexico
PSF,LIZARD,United Kingdom
PSG,PIER JET,Gambia
PSH,PASSION,United Kingdom
PSI,PONT,Suriname
PSJ,PASSION JET,San Marino
PSK,SUPPORT,United States
PSN,POTOSINA,Mexico
PSO,AEROPEGASO,Mexico
PSP,PUBLISERVICIOS,Mexico
PSR,POLESTAR,United Kingdom
PSS,PROGRESS,Russia
PST,TURISMO REGIONAL,Panama
PSU,PREMIUM,Portugal
PSV,PROSERVICIOS,Dominican Republic
PSW,PSKOVAVIA,Russia
PSX,SMILEY,United States
PSY,PLYSA,Spain
PSZ,POP-AIR,United States
PTA,PARATA AIR,South Korea
PTB,PASSAREDO,Brazil
PTC,MENTOR,Ireland
PTD,PITY,Mexico
PTE,AERO-COP,Mexico
PTH,PROTEUS,France
PTJ,PAT-JETS,United States
PTK,PETROKAM,Russia
PTL,PLANTATION,United States
PTN,PLATOON,Germany
PTO,ROOKIE,Germany
PTP,TRANS PACIFIC,Palau
PTQ,TOWNSEND,United States
PTR,DASH PORT,Canada
PTS,PENTRA,Mexico
PTT,PAVIATION,Mexico
PTW,PATTAYA,Thailand
PTY,PETTY,United States
PUE,SPANISH,Spain
PUF,PUFFIN,United Kingdom
PUK,PUNKER,United States
PUL,PULSE,Canada
PUN,PRATISE,Austria
PUR,SPURWING,South Africa
PUV,PUBLIVOO,Portugal
PVA,PRIVATE AIR,United States
PVD,PAD AVIATION,Germany
PVG,PRIVILEGE,Spain
PVL,PROVINCIAL,Canada
PVN,PERUVIAN,Peru
PVO,PRIVATE ORANGE,United States
PVR,PRIVAIR,France
PVS,PASA,Saudi Arabia
PVU,PEAU,Tonga
PVV,SUNDAY,Moldova
PWA,PRIESTER,United States
PWC,PRATT,Canada
PWF,PRIVATE WINGS,Germany
PWR,POWERGRID,United States
PXA,PECOTOX,Moldova
PXC,PALAU EXPRESS,Palau
PXG,PHOENIX GLOBAL,United States
PXJ,PHOENIX JET,United States
PXR,PIXAIR,France
PXT,PACK COAST,United States
PXX,PINE STATE,United States
PYA,POUYA AIR,Iran
PYC,AEROPYCSA,Mexico
PYN,POYSTON,United Kingdom
PYZ,PLAYERS AIR,United States
PZA,AEREO PARAZA,Mexico
QAF,AMIRI,Qatar
QAI,CHICKPEA,United States
QAJ,DAGOBERT,Germany
QAQ,QURINEA AIR,Libya
QAS,QUISQUEYA,Haiti
QAV,QUIET AVIATION,Czech Republic
QAZ,SAMRUK,Kazakhstan
QBA,BILQIS,Yemen
QBD,SEAGULL AIR,China
QCL,ACLA,Uruguay
QDA,SKY LEGEND,China
QFA,QANTAS,Australia
QFX,SPARFELL,Malta
QFZ,FARS QESHM,Iran
QGA,QUADRIGA,Germany
QHD,QUAHADI,United States
QID,QUID,United States
QJE,KANGA,Australia
QJT,JIU TIAN,China
QLK,Q LINK,Australia
QNK,KABO,Nigeria
QNR,QUEEN AIR,Czech Republic
QNT,SHARQ,Uzbekistan
QNZ,QANTAS JETCONNECT,New Zealand
QPL,QUPULA,Mexico
QQE,QREX,Qatar
QSC,ZEBRA,Kenya
QSM,QESHM AIR,Iran
QSR,SPARKLE ROLL,China
QTM,GANSUM,Spain
QTR,QATARI,Qatar
QUE,QUEBEC,Canada
QUI,QUIMMCO,Mexico
QXE,HORIZON AIR,United States
QYT,TAW AIR,Nigeria
QZR,ROYAL ZAM,Zambia
RAA,RYNES AVIATION,United States
RAB,RAYYAN INTERNATIONAL,Pakistan
RAC,TUZLA AIR,Bosnia and Herzegovina
RAD,AIR ALADA,Angola
RAF,FARNAS,Sudan
RAG,RAGLAN,Canada
RAI,RAIMON,Iran
RAK,SPORT CLUB,Latvia
RAL,ROSWELL,United States
RAM,ROYALAIR MAROC,Morocco
RAN,RANO AIR,Nigeria
RAP,RAPTOR,United States
RAS,SHANHIL,United States
RAT,RAINDROP,Zimbabwe
RAU,UGANDA ROYAL,Uganda
RAV,ROLLINS,Honduras
RAW,BLUERAY,Kenya
RAX,AIR ROYAL,United States
RBA,BRUNEI,Brunei
RBD,REDBIRD,Canada
RBF,RAINDO,Indonesia
RBG,ARABIA EGYPT,Egypt
RBI,MAJOR LEAGUE,United States
RBK,RIOBAKER,Chile
RBL,ROYAL BELAU,Palau
RBN,RED BARON,United States
RBR,SIAM AIRNET,Thailand
RBU,CORVETTE,France
RBW,CAI HONG,China
RBY,RUBY,United States
RCA,RICHLAND,United States
RCB,BALEARES,Spain
RCD,AEROCLUB,Spain
RCG,ROYAL CARGO,South Africa
RCH,REACH,United States
RCI,AIR CASSAI,Angola
RCJ,NEWPIN,United Kingdom
RCK,ROCKET AVIATION,Nigeria
RCM,CANNES AZUR,France
RCN,SPEED CARGO,Nigeria
RCO,AEROCOAHUILA,Mexico
RCR,ROMCARGO,Romania
RCT,GREEN SKY,Thailand
RCX,SERVICE CENTER,Italy
RDA,RADA,Belarus
RDC,LINEAS DELCENTRO,Mexico
RDF,RED FOX,Germany
RDJ,RED JET,Barbados
RDK,RED DUKE,United States
RDL,RED LIFT,Norway
RDM,AIR ADA,Mauritania
RDN,RED BARN,United States
RDO,AIRDOM,Dominican Republic
RDR,RED STAR,United Kingdom
RDS,RHOADES EXPRESS,United States
RDY,RODNEY,United States
RDZ,RODZE AIR,Nigeria
REA,RED DOMINICANA,Dominican Republic
REB,REBUS,Bulgaria
REC,TRANS-RECO,Mauritania
RED,RED CROSS,Switzerland
REE,SKYFALL,Bahamas
REF,REEF AIR,New Zealand
REG,REGIONAL SERVICES,Tanzania
REH,REACHMED,United States
REJ,REGIONAL LINK,South Africa
REL,RELIANCE AIR,United States
REM,ROSE,Bulgaria
REN,ARENA,United Kingdom
REO,RIO,United States
RER,REGAIR,Ecuador
REU,REUNION,France
REV,ENDURANCE,United Kingdom
REX,RAM EXPRESS,United States
REY,AEROREY,Mexico
RFD,RAFILHER,Mexico
RFE,RUSSIAN EXPRESS,Russia
RFF,RUSSIAN AIRFORCE,Russia
RFH,NUT,China
RFI,SHERLOCK,United Kingdom
RFR,RAFAIR,United Kingdom
RFS,RAINIER SKY,United States
RFT,ROMANIAN ACADEMY,Romania
RFX,REFLEX,United States
